% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.004354003e+03 +2.004354003e+03 +3.004354003e+03 +3.004354003e+03 -4.0336e-02 -4.2020e+00
3 +8.461122431e+02 +8.461122431e+02 +1.846112243e+03 +1.846112243e+03 -1.2262e+00 -2.7443e+00
4 +6.382503956e+01 +6.382503956e+01 +1.063825040e+03 +1.063825040e+03 -2.3363e+00 +4.6191e+00
14 +9.090324233e+00 +9.090324233e+00 +1.009090324e+03 +1.009090324e+03 -2.5217e+00 +3.0496e+00
226 +5.598439101e+00 +5.598439101e+00 +1.005598439e+03 +1.005598439e+03 -1.9900e+00 +1.7100e+00
408 +2.597924044e+00 +2.597924044e+00 +1.002597924e+03 +1.002597924e+03 -3.5013e+00 +2.9014e+00
1143 +2.174214061e+00 +2.174214061e+00 +1.002174214e+03 +1.002174214e+03 -3.5042e+00 +3.7892e+00
2353 +2.364169591e-01 +2.364169591e-01 +1.000236417e+03 +1.000236417e+03 -3.0334e+00 +2.9795e+00
3443 +5.631960441e-02 +5.631960441e-02 +1.000056320e+03 +1.000056320e+03 -3.0598e+00 +2.9964e+00
3588 +2.429021582e-02 +2.429021582e-02 +1.000024290e+03 +1.000024290e+03 -3.0585e+00 +3.0061e+00
3686 +4.953637254e-03 +4.953637254e-03 +1.000004954e+03 +1.000004954e+03 -3.0530e+00 +2.9988e+00
4262 +1.723317925e-03 +1.723317925e-03 +1.000001723e+03 +1.000001723e+03 -3.0553e+00 +2.9997e+00
4443 +1.526792707e-03 +1.526792707e-03 +1.000001527e+03 +1.000001527e+03 -3.0545e+00 +3.0000e+00
4719 +7.334700824e-04 +7.334700824e-04 +1.000000733e+03 +1.000000733e+03 -3.0552e+00 +3.0010e+00
4856 +2.578807232e-05 +2.578807232e-05 +1.000000026e+03 +1.000000026e+03 -3.0566e+00 +3.0016e+00
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.363385775e+01 +2.363385775e+01 +9.366385775e+01 +9.366385775e+01 -6.5325e-01 -2.7094e+00
