% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.061269829e+06 +3.061269829e+06 +3.061214889e+06 +3.061214889e+06 -2.1588e+00 -2.4955e+00 -3.0151e+00 +9.0072e-01 +2.8775e+00 +2.0205e+00 -3.7220e+00 -4.8539e+00 +1.8939e+00 -1.8939e+00
27 +1.727137707e+06 +1.727137707e+06 +1.727082767e+06 +1.727082767e+06 -1.3440e+00 -3.3465e+00 +4.0975e+00 +4.4273e+00 +3.2209e+00 +4.0656e+00 +4.9158e+00 +4.8993e+00 +1.1781e+00 +2.3767e+00
28 +1.131958788e+06 +1.131958788e+06 +1.131903848e+06 +1.131903848e+06 +2.9904e+00 -3.6330e+00 +6.8519e-01 +2.8100e+00 +2.5597e+00 +3.5974e+00 -1.2761e+00 -4.8186e+00 +1.9330e+00 +1.6767e+00
35 +2.394531059e+05 +2.394531059e+05 +2.393981659e+05 +2.393981659e+05 +5.2685e-01 -9.3307e-01 +4.7865e+00 +7.8680e-01 +3.5440e+00 +1.8662e+00 +1.2311e+00 +7.1207e-01 +1.3052e+00 +1.2243e+00
206 +1.548179068e+05 +1.548179068e+05 +1.547629668e+05 +1.547629668e+05 +1.3930e+00 -1.0253e+00 -6.6787e-02 +1.0727e+00 +5.0000e+00 +2.6850e+00 -2.7709e+00 -1.6077e+00 +3.8010e+00 +7.2448e-01
819 +6.521547740e+04 +6.521547740e+04 +6.516053740e+04 +6.516053740e+04 -2.8141e-01 -2.4456e+00 +3.8578e-01 +1.1381e+00 +1.1399e+00 +5.0000e+00 -4.1409e+00 -2.4493e-01 +5.0000e+00 -3.1520e-01
1196 +4.686610987e+04 +4.686610987e+04 +4.681116987e+04 +4.681116987e+04 -4.9050e-03 -2.4635e+00 +3.4083e+00 +1.2966e-01 +1.7553e-01 +4.3956e+00 -3.8752e+00 -1.6051e+00 +5.0000e+00 -2.1432e+00
1779 +2.631171817e+04 +2.631171817e+04 +2.625677817e+04 +2.625677817e+04 -1.8279e+00 -2.3876e+00 -9.5012e-02 +3.0745e+00 +3.9730e-01 +4.9497e+00 -4.3512e+00 +8.4109e-01 +5.0000e+00 -3.4650e+00
2883 +2.306986775e+04 +2.306986775e+04 +2.301492775e+04 +2.301492775e+04 -1.1194e+00 -2.4806e+00 -3.5798e-01 +3.1366e+00 +4.4345e-01 +4.9544e+00 -4.4783e+00 +7.9169e-01 +5.0000e+00 -2.3539e+00
4447 +1.559122775e+04 +1.559122775e+04 +1.553628775e+04 +1.553628775e+04 -9.8079e-01 -2.7434e+00 -4.7287e-01 +2.3350e+00 +5.9304e-01 +4.9676e+00 -4.5977e+00 -1.5466e-01 +3.4450e+00 -7.5534e-01
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.161263928e+06 +2.161263928e+06 +2.161323058e+06 +2.161323058e+06 +2.0711e+00 -1.7795e-01 +1.0194e+00 +5.4367e-01 +1.5449e+00 -1.2001e+00 +3.2972e+00 +2.2503e+00 -3.1505e+00 -3.1858e-01
3 +1.041140233e+06 +1.041140233e+06 +1.041199363e+06 +1.041199363e+06 -2.7860e+00 +3.5091e+00 +3.2467e+00 -2.0112e+00 -4.6398e+00 +2.5558e+00 -4.8002e+00 +4.8591e+00 +4.6485e-01 +3.8151e+00
17 +4.121277360e+05 +4.121277360e+05 +4.121868660e+05 +4.121868660e+05 +2.3136e+00 -1.2067e+00 -2.6192e+00 -5.6534e-01 -1.3248e+00 -3.2870e+00 -3.4119e+00 +4.2922e+00 -2.4062e-01 +2.9008e+00
250 +2.177360014e+05 +2.177360014e+05 +2.177951314e+05 +2.177951314e+05 +4.3039e+00 -4.4235e+00 -3.5399e+00 +7.4074e-02 +5.0000e+00 -2.5672e+00 -4.7572e+00 +5.0000e+00 -1.1570e+00 +4.6141e+00
273 +1.238319742e+05 +1.238319742e+05 +1.238911042e+05 +1.238911042e+05 -3.5111e-01 +1.6287e+00 -8.3800e-01 -1.7449e+00 -2.2464e+00 -1.5664e+00 -9.6803e-01 +4.3287e-01 -3.8231e+00 +4.0802e+00
1112 +5.585560082e+04 +5.585560082e+04 +5.591473082e+04 +5.591473082e+04 -1.5631e+00 +1.6486e+00 -7.7050e-01 +7.1585e-01 -2.6323e+00 -1.2391e+00 +1.2654e+00 -1.3147e+00 -2.1907e+00 +4.4532e+00
1532 +3.638763011e+04 +3.638763011e+04 +3.644676011e+04 +3.644676011e+04 -5.9976e-01 +2.0730e+00 -1.6268e+00 -9.3945e-01 -2.3146e+00 -1.5759e+00 +1.8394e+00 -9.5451e-01 -5.0000e+00 +2.3684e+00
2469 +1.784611015e+04 +1.784611015e+04 +1.790524015e+04 +1.790524015e+04 -7.1415e-01 +2.1544e+00 -5.3787e-01 +2.0061e-01 -2.6226e+00 +5.8298e-01 +1.0978e+00 -1.8030e-01 -4.4767e+00 +2.7829e+00
2619 +6.186295887e+03 +6.186295887e+03 +6.245425887e+03 +6.245425887e+03 -9.1140e-01 +2.0200e+00 -1.3349e+00 -3.2643e-02 -2.6230e+00 +3.5180e-01 +1.0474e+00 -1.5521e-02 -4.5284e+00 +2.6982e+00
