% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.359259471e+06 +5.359259471e+06 +5.359049591e+06 +5.359049591e+06 -1.3170e+00 -1.9314e+00
3 +3.662782868e+06 +3.662782868e+06 +3.662572988e+06 +3.662572988e+06 +1.2264e+00 -1.4004e+00
4 +5.459950560e+03 +5.459950560e+03 +5.250070560e+03 +5.250070560e+03 -1.9881e+00 +3.6680e-01
29 +1.410935509e+03 +1.410935509e+03 +1.201055509e+03 +1.201055509e+03 +3.4709e+00 +4.8762e-01
130 +5.424539311e+02 +5.424539311e+02 +3.325739311e+02 +3.325739311e+02 -4.9029e+00 +4.2524e-01
181 +1.004587757e+02 +1.004587757e+02 -1.094212243e+02 -1.094212243e+02 -4.7946e+00 +4.5605e-01
762 +2.831881578e+01 +2.831881578e+01 -1.815611842e+02 -1.815611842e+02 -4.1319e+00 +4.4931e-01
3804 +2.466621934e+01 +2.466621934e+01 -1.852137807e+02 -1.852137807e+02 -3.8725e+00 +4.4823e-01
4203 +1.144168497e+01 +1.144168497e+01 -1.984383150e+02 -1.984383150e+02 -2.1627e+00 +4.4750e-01
4211 +1.040722036e+00 +1.040722036e+00 -2.088392780e+02 -2.088392780e+02 +1.9894e-01 +4.4787e-01
4243 +8.086535989e-02 +8.086535989e-02 -2.097991346e+02 -2.097991346e+02 +9.6561e-01 +4.4815e-01
4321 +3.289819931e-03 +3.289819931e-03 -2.098767102e+02 -2.098767102e+02 +1.1766e+00 +4.4805e-01
4901 +2.345741002e-03 +2.345741002e-03 -2.098776543e+02 -2.098776543e+02 +1.1613e+00 +4.4800e-01
4906 +8.323907141e-04 +8.323907141e-04 -2.098791676e+02 -2.098791676e+02 +1.2343e+00 +4.4800e-01
4975 +1.139913138e-04 +1.139913138e-04 -2.098798860e+02 -2.098798860e+02 +1.2029e+00 +4.4801e-01
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.403728473e+07 +3.403728473e+07 +3.403719264e+07 +3.403719264e+07 +3.7222e+00 -3.5510e+00
2 +1.726906948e+07 +1.726906948e+07 +1.726897739e+07 +1.726897739e+07 +7.2333e-01 -1.5248e+00
5 +2.484101174e+06 +2.484101174e+06 +2.484009084e+06 +2.484009084e+06 +4.7472e+00 +1.1793e+00
8 +1.471394115e+06 +1.471394115e+06 +1.471302025e+06 +1.471302025e+06 +4.3135e-01 +3.7394e+00
9 +3.283993639e+05 +3.283993639e+05 +3.283072739e+05 +3.283072739e+05 -3.8825e+00 +3.1634e+00
24 +5.190455430e+01 +5.190455430e+01 -4.018544570e+01 -4.018544570e+01 -1.6150e+00 +2.6286e+00
1110 +2.250902382e+01 +2.250902382e+01 -6.958097618e+01 -6.958097618e+01 +5.0000e+00 +2.6235e+00
1619 +2.142353496e+00 +2.142353496e+00 -8.994764650e+01 -8.994764650e+01 +1.8448e+00 +2.6207e+00
2542 +6.788696923e-02 +6.788696923e-02 -9.202211303e+01 -9.202211303e+01 +7.8581e-01 +2.6219e+00
3516 +3.464613678e-02 +3.464613678e-02 -9.205535386e+01 -9.205535386e+01 +8.4325e-01 +2.6215e+00
4010 +1.085784859e-02 +1.085784859e-02 -9.207914215e+01 -9.207914215e+01 +8.0796e-01 +2.6215e+00
4074 +5.070989371e-03 +5.070989371e-03 -9.208492901e+01 -9.208492901e+01 +7.7274e-01 +2.6216e+00
4606 +3.964584116e-03 +3.964584116e-03 -9.208603542e+01 -9.208603542e+01 +6.7105e-01 +2.6216e+00
