% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.003184809e+06 +4.003184809e+06 +4.002974929e+06 +4.002974929e+06 -7.5754e-01 +3.9785e+00 +1.4752e+00 +2.8574e+00 +3.5112e+00 +3.1189e-01 +2.8626e+00 -2.9278e+00 +2.7293e+00 +1.8298e+00
8 +1.867094557e+06 +1.867094557e+06 +1.866884677e+06 +1.866884677e+06 -2.4788e+00 +2.3574e+00 -2.7652e+00 -2.5684e+00 +3.2118e+00 -3.2507e-01 +3.7980e+00 +5.1968e-01 -1.9277e+00 +3.7812e+00
17 +1.129278923e+06 +1.129278923e+06 +1.129069043e+06 +1.129069043e+06 +2.9701e-01 +1.5115e+00 -1.9163e+00 +1.4613e+00 +4.3545e+00 +1.9337e+00 -4.1081e+00 +2.2473e+00 -1.6914e+00 +3.1909e+00
22 +8.610546579e+05 +8.610546579e+05 +8.608447779e+05 +8.608447779e+05 -3.3700e-01 -3.3426e+00 -1.1866e+00 -4.4851e+00 +3.5463e+00 +4.4926e+00 -5.3882e-01 -4.0423e+00 -6.7836e-01 +2.5134e+00
27 +1.419592585e+05 +1.419592585e+05 +1.417493785e+05 +1.417493785e+05 -2.3642e+00 -7.7919e-01 -4.9456e+00 +3.3800e-02 -4.9501e+00 +3.9315e+00 +2.8617e+00 -7.4309e-01 -1.7960e+00 +2.4928e+00
787 +9.654541779e+04 +9.654541779e+04 +9.633553779e+04 +9.633553779e+04 -2.9404e+00 +2.8048e-01 -4.9856e+00 +2.2060e+00 -4.9573e+00 +4.6001e+00 +4.3059e+00 +8.3922e-02 -8.1529e-01 +2.6957e+00
874 +6.119704340e+04 +6.119704340e+04 +6.098716340e+04 +6.098716340e+04 -2.8402e+00 -4.7439e-01 -4.9989e+00 +3.1981e+00 -5.0000e+00 +4.7821e+00 +3.7717e+00 -4.3015e-01 -1.0001e+00 +2.5635e+00
2157 +3.384582177e+04 +3.384582177e+04 +3.363594177e+04 +3.363594177e+04 -1.3550e+00 +3.2105e+00 -2.5476e+00 +2.4223e+00 -4.7955e+00 +4.1636e+00 +3.3066e+00 +4.8459e-03 -1.1085e+00 +2.6362e+00
2458 +2.495787010e+04 +2.495787010e+04 +2.474799010e+04 +2.474799010e+04 -1.1804e+00 +1.3201e+00 -1.3609e+00 -3.3258e-01 -4.4524e+00 +2.2310e+00 +2.9486e+00 +1.6473e-02 -1.1546e+00 +2.5672e+00
2912 +1.490123577e+04 +1.490123577e+04 +1.469135577e+04 +1.469135577e+04 -3.1761e+00 +4.0785e-01 -2.9802e+00 -3.6277e-01 -1.9307e+00 +2.3497e+00 +2.8120e+00 -8.4166e-02 -9.6544e-01 +2.6164e+00
