% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.105785440e+02 +6.105785440e+02 +7.035185440e+02 +7.035185440e+02 +1.4359e+00 +4.4836e+00
2 +6.876964882e+01 +6.876964882e+01 +1.617096488e+02 +1.617096488e+02 -2.0170e+00 +4.8336e+00
4 +4.339021596e+01 +4.339021596e+01 +1.363302160e+02 +1.363302160e+02 +2.3445e+00 -9.4798e-01
6 +7.766467311e+00 +7.766467311e+00 +1.007064673e+02 +1.007064673e+02 -3.9455e+00 +4.5691e+00
17 +1.683498053e+00 +1.683498053e+00 +9.462349805e+01 +9.462349805e+01 +1.3731e+00 -8.7891e-01
120 +6.009155901e-01 +6.009155901e-01 +9.354091559e+01 +9.354091559e+01 +6.1727e-01 -3.1790e-01
923 +6.444399098e-02 +6.444399098e-02 +9.300444399e+01 +9.300444399e+01 -2.5777e-01 +8.3487e-01
1098 +4.518719924e-02 +4.518719924e-02 +9.298518720e+01 +9.298518720e+01 +5.3927e-02 +4.0706e-01
1534 +3.655600902e-02 +3.655600902e-02 +9.297655601e+01 +9.297655601e+01 -2.6531e-01 +7.5436e-01
1666 +6.009155901e-03 +6.009155901e-03 +9.294600916e+01 +9.294600916e+01 -1.6691e-01 +6.2250e-01
3201 +7.802118773e-08 +7.802118773e-08 +9.294000008e+01 +9.294000008e+01 -2.3425e-01 +7.2450e-01
3556 +9.263004586e-09 +9.263004586e-09 +9.294000001e+01 +9.294000001e+01 -2.3199e-01 +7.3266e-01
3879 +4.988109481e-09 +4.988109481e-09 +9.294000000e+01 +9.294000000e+01 -2.1876e-01 +7.3798e-01
4609 +3.060321774e-09 +3.060321774e-09 +9.294000000e+01 +9.294000000e+01 -2.2317e-01 +7.3722e-01
4720 +3.670379556e-10 +3.670379556e-10 +9.294000000e+01 +9.294000000e+01 -2.2304e-01 +7.3698e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.834199468e+02 +1.834199468e+02 +2.187699468e+02 +2.187699468e+02 +3.3676e+00 -1.7270e+00
2 +1.980115564e+01 +1.980115564e+01 +5.515115564e+01 +5.515115564e+01 -1.4533e+00 -1.4988e-01
5 +1.504826389e+01 +1.504826389e+01 +5.039826389e+01 +5.039826389e+01 +4.5312e+00 +3.3599e+00
17 +2.642512041e+00 +2.642512041e+00 +3.799251204e+01 +3.799251204e+01 +2.5567e+00 +3.0463e+00
82 +2.672123622e-01 +2.672123622e-01 +3.561721236e+01 +3.561721236e+01 +1.4416e+00 +1.0498e+00
111 +1.504826389e-01 +1.504826389e-01 +3.550048264e+01 +3.550048264e+01 +1.9088e+00 +1.6916e+00
1226 +9.716390508e-02 +9.716390508e-02 +3.544716391e+01 +3.544716391e+01 +1.7314e+00 +1.6198e+00
1408 +2.642512041e-02 +2.642512041e-02 +3.537642512e+01 +3.537642512e+01 +1.6928e+00 +1.3357e+00
1817 +1.534437970e-02 +1.534437970e-02 +3.536534438e+01 +3.536534438e+01 +1.7012e+00 +1.4404e+00
2190 +4.392999173e-07 +4.392999173e-07 +3.535000044e+01 +3.535000044e+01 +1.7780e+00 +1.4448e+00
2479 +1.260983495e-07 +1.260983495e-07 +3.535000013e+01 +3.535000013e+01 +1.7524e+00 +1.4958e+00
3212 +7.819022585e-08 +7.819022585e-08 +3.535000008e+01 +3.535000008e+01 +1.7737e+00 +1.4814e+00
3456 +4.328552450e-08 +4.328552450e-08 +3.535000004e+01 +3.535000004e+01 +1.7725e+00 +1.4939e+00
3471 +1.112418602e-09 +1.112418602e-09 +3.535000000e+01 +3.535000000e+01 +1.7654e+00 +1.4868e+00
4610 +4.764757477e-10 +4.764757477e-10 +3.535000000e+01 +3.535000000e+01 +1.7573e+00 +1.4841e+00
4987 +2.632276619e-10 +2.632276619e-10 +3.535000000e+01 +3.535000000e+01 +1.7575e+00 +1.4842e+00
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.273163207e+03 +5.273163207e+03 +5.276983207e+03 +5.276983207e+03 -4.0842e+00 +1.0750e+00
2 +3.166389227e+03 +3.166389227e+03 +3.170209227e+03 +3.170209227e+03 -2.0082e+00 +3.2632e+00
9 +2.009439336e+03 +2.009439336e+03 +2.013259336e+03 +2.013259336e+03 -1.8229e+00 -2.6111e+00
10 +1.258825307e+02 +1.258825307e+02 +1.297025307e+02 +1.297025307e+02 +1.5193e+00 -4.6726e+00
25 +1.124736636e+01 +1.124736636e+01 +1.506736636e+01 +1.506736636e+01 +2.5888e+00 -4.6491e+00
32 +7.987036030e+00 +7.987036030e+00 +1.180703603e+01 +1.180703603e+01 +3.2330e+00 -8.7729e-01
76 +5.122905424e-03 +5.122905424e-03 +3.825122905e+00 +3.825122905e+00 +3.9546e+00 +9.6969e-01
1883 +1.839464421e-07 +1.839464421e-07 +3.820000184e+00 +3.820000184e+00 +4.0034e+00 +1.1590e+00
2283 +7.196123786e-08 +7.196123786e-08 +3.820000072e+00 +3.820000072e+00 +4.0018e+00 +1.1846e+00
2593 +5.794601732e-08 +5.794601732e-08 +3.820000058e+00 +3.820000058e+00 +3.9840e+00 +1.1837e+00
3030 +2.595778570e-08 +2.595778570e-08 +3.820000026e+00 +3.820000026e+00 +3.9843e+00 +1.1753e+00
3472 +2.325716153e-08 +2.325716153e-08 +3.820000023e+00 +3.820000023e+00 +3.9879e+00 +1.1801e+00
3517 +3.554439854e-09 +3.554439854e-09 +3.820000004e+00 +3.820000004e+00 +4.0107e+00 +1.1775e+00
3829 +2.221578921e-09 +2.221578921e-09 +3.820000002e+00 +3.820000002e+00 +3.9896e+00 +1.1775e+00
4029 +9.214677910e-10 +9.214677910e-10 +3.820000001e+00 +3.820000001e+00 +3.9907e+00 +1.1778e+00
4199 +1.949489459e-10 +1.949489459e-10 +3.820000000e+00 +3.820000000e+00 +3.9825e+00 +1.1779e+00
4993 +6.972866728e-11 +6.972866728e-11 +3.820000000e+00 +3.820000000e+00 +3.9826e+00 +1.1779e+00
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.304988330e+02 +5.304988330e+02 +5.522488330e+02 +5.522488330e+02 -2.0477e-01 -2.2517e+00
2 +2.119725902e+02 +2.119725902e+02 +2.337225902e+02 +2.337225902e+02 -7.0680e-01 +7.4069e-01
4 +8.420776635e+01 +8.420776635e+01 +1.059577664e+02 +1.059577664e+02 -2.7754e+00 +4.3460e+00
9 +7.629821235e-01 +7.629821235e-01 +2.251298212e+01 +2.251298212e+01 +2.7950e+00 +1.6813e+00
678 +1.171918942e-01 +1.171918942e-01 +2.186719189e+01 +2.186719189e+01 +3.4644e+00 +1.2743e+00
760 +7.629821235e-03 +7.629821235e-03 +2.175762982e+01 +2.175762982e+01 +3.8596e+00 +8.2021e-01
2237 +3.453645938e-07 +3.453645938e-07 +2.175000035e+01 +2.175000035e+01 +3.7768e+00 +8.5679e-01
2716 +1.600085255e-07 +1.600085255e-07 +2.175000016e+01 +2.175000016e+01 +3.7720e+00 +9.0751e-01
3043 +1.090699797e-08 +1.090699797e-08 +2.175000001e+01 +2.175000001e+01 +3.7694e+00 +8.8941e-01
3540 +8.800629558e-09 +8.800629558e-09 +2.175000001e+01 +2.175000001e+01 +3.7629e+00 +8.8817e-01
3868 +1.300847430e-09 +1.300847430e-09 +2.175000000e+01 +2.175000000e+01 +3.7727e+00 +8.9141e-01
4068 +7.954525927e-10 +7.954525927e-10 +2.175000000e+01 +2.175000000e+01 +3.7750e+00 +8.9170e-01
4319 +1.687787687e-10 +1.687787687e-10 +2.175000000e+01 +2.175000000e+01 +3.7764e+00 +8.9211e-01
4340 +7.250733347e-11 +7.250733347e-11 +2.175000000e+01 +2.175000000e+01 +3.7710e+00 +8.9089e-01
4868 +1.277200568e-11 +1.277200568e-11 +2.175000000e+01 +2.175000000e+01 +3.7740e+00 +8.9155e-01
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.061730688e+03 +2.061730688e+03 +2.126520688e+03 +2.126520688e+03 -9.0687e-01 +4.9169e+00
2 +1.605039404e+01 +1.605039404e+01 +8.084039404e+01 +8.084039404e+01 -1.0158e+00 -3.7731e+00
11 +5.673389869e+00 +5.673389869e+00 +7.046338987e+01 +7.046338987e+01 -3.9967e+00 +7.6992e-01
14 +1.008602643e-01 +1.008602643e-01 +6.489086026e+01 +6.489086026e+01 -1.5789e+00 -2.4493e+00
801 +6.557620569e-02 +6.557620569e-02 +6.485557621e+01 +6.485557621e+01 -1.5328e+00 -2.4688e+00
1364 +1.614125784e-02 +1.614125784e-02 +6.480614126e+01 +6.480614126e+01 -1.6283e+00 -2.3389e+00
2656 +1.575611464e-08 +1.575611464e-08 +6.479000002e+01 +6.479000002e+01 -1.8561e+00 -2.1000e+00
