% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.816891490e+02 +7.816891490e+02 +8.746291490e+02 +8.746291490e+02 +2.7497e+00 -3.4527e+00 +2.9957e+00
2 +1.301743408e+02 +1.301743408e+02 +2.231143408e+02 +2.231143408e+02 -2.1937e+00 +1.6172e+00 -3.4238e+00
6 +6.473796296e+01 +6.473796296e+01 +1.576779630e+02 +1.576779630e+02 +1.5599e+00 -8.9710e-02 -4.7092e+00
11 +1.973837383e+01 +1.973837383e+01 +1.126783738e+02 +1.126783738e+02 -1.3381e+00 +1.3431e+00 +3.0922e+00
58 +9.762006062e+00 +9.762006062e+00 +1.027020061e+02 +1.027020061e+02 -3.1601e-03 +9.3677e-01 -6.0501e-02
274 +1.505906491e+00 +1.505906491e+00 +9.444590649e+01 +9.444590649e+01 -5.2119e-01 -2.5010e-01 -2.5013e+00
1114 +6.478591022e-01 +6.478591022e-01 +9.358785910e+01 +9.358785910e+01 -7.9648e-02 +2.7204e-01 -7.9278e-01
1128 +2.639081376e-01 +2.639081376e-01 +9.320390814e+01 +9.320390814e+01 -8.4000e-02 +3.3139e-01 -1.0600e+00
2024 +4.894420895e-02 +4.894420895e-02 +9.298894421e+01 +9.298894421e+01 -2.7026e-01 +6.1017e-01 -1.1822e-01
2224 +5.180641918e-03 +5.180641918e-03 +9.294518064e+01 +9.294518064e+01 -2.3485e-01 +7.1939e-01 +2.0163e-01
3434 +3.227848726e-03 +3.227848726e-03 +9.294322785e+01 +9.294322785e+01 -2.2183e-01 +7.1236e-01 +1.5633e-01
3664 +3.021553141e-08 +3.021553141e-08 +9.294000003e+01 +9.294000003e+01 -2.4034e-01 +7.1732e-01 +2.7682e-01
4288 +2.135179500e-08 +2.135179500e-08 +9.294000002e+01 +9.294000002e+01 -2.4246e-01 +7.1795e-01 +2.8180e-01
4441 +1.452684728e-08 +1.452684728e-08 +9.294000001e+01 +9.294000001e+01 -2.3935e-01 +7.1771e-01 +2.8157e-01
4444 +3.099330570e-09 +3.099330570e-09 +9.294000000e+01 +9.294000000e+01 -2.4267e-01 +7.1888e-01 +2.7888e-01
4533 +5.436078254e-10 +5.436078254e-10 +9.294000000e+01 +9.294000000e+01 -2.3410e-01 +7.1754e-01 +2.8073e-01
4862 +4.366995654e-11 +4.366995654e-11 +9.294000000e+01 +9.294000000e+01 -2.3330e-01 +7.1911e-01 +2.8038e-01
4916 +1.546140993e-11 +1.546140993e-11 +9.294000000e+01 +9.294000000e+01 -2.3394e-01 +7.1749e-01 +2.8083e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.029762691e+01 +3.029762691e+01 +6.564762691e+01 +6.564762691e+01 +1.0427e-02 +1.9606e+00 +3.0381e+00
62 +4.043366008e+00 +4.043366008e+00 +3.939336601e+01 +3.939336601e+01 +1.5691e+00 +1.5282e+00 +3.0813e+00
184 +2.612743041e+00 +2.612743041e+00 +3.796274304e+01 +3.796274304e+01 +2.3304e+00 +1.2945e+00 +4.0615e+00
236 +1.930947453e+00 +1.930947453e+00 +3.728094745e+01 +3.728094745e+01 +3.2010e+00 +7.1949e-01 +1.6877e-01
339 +6.916789201e-01 +6.916789201e-01 +3.604167892e+01 +3.604167892e+01 +1.1568e+00 +1.8622e+00 +4.9047e+00
497 +2.258744105e-01 +2.258744105e-01 +3.557587441e+01 +3.557587441e+01 +1.4268e+00 +1.6823e+00 +4.8686e+00
1569 +1.532481103e-01 +1.532481103e-01 +3.550324811e+01 +3.550324811e+01 +2.2941e+00 +1.2154e+00 +2.7918e+00
2328 +6.088566506e-02 +6.088566506e-02 +3.541088567e+01 +3.541088567e+01 +1.8061e+00 +1.5001e+00 +4.0756e+00
2638 +1.280385680e-02 +1.280385680e-02 +3.536280386e+01 +3.536280386e+01 +1.6941e+00 +1.4965e+00 +4.1114e+00
2966 +3.200964201e-03 +3.200964201e-03 +3.535320096e+01 +3.535320096e+01 +1.7144e+00 +1.4878e+00 +4.0732e+00
3519 +1.978626969e-07 +1.978626969e-07 +3.535000020e+01 +3.535000020e+01 +1.7807e+00 +1.4938e+00 +4.0024e+00
3639 +3.718847807e-08 +3.718847807e-08 +3.535000004e+01 +3.535000004e+01 +1.7550e+00 +1.4951e+00 +3.9759e+00
3849 +1.409706840e-08 +1.409706840e-08 +3.535000001e+01 +3.535000001e+01 +1.7704e+00 +1.4795e+00 +3.9804e+00
4252 +3.429079243e-10 +3.429079243e-10 +3.535000000e+01 +3.535000000e+01 +1.7557e+00 +1.4726e+00 +3.9743e+00
4271 +4.467182180e-11 +4.467182180e-11 +3.535000000e+01 +3.535000000e+01 +1.7693e+00 +1.4793e+00 +3.9786e+00
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.939316274e+02 +1.939316274e+02 +1.977516274e+02 +1.977516274e+02 -7.8544e-01 -1.6019e+00 +1.2034e+00
3 +1.554122655e+02 +1.554122655e+02 +1.592322655e+02 +1.592322655e+02 +6.0996e-01 +1.4363e+00 +1.1598e+00
9 +9.594034180e+01 +9.594034180e+01 +9.976034180e+01 +9.976034180e+01 +2.5877e+00 -3.7502e+00 +2.7109e-01
13 +5.779926014e+01 +5.779926014e+01 +6.161926014e+01 +6.161926014e+01 +1.5604e+00 +1.7239e+00 +1.5068e+00
68 +2.588938725e+01 +2.588938725e+01 +2.970938725e+01 +2.970938725e+01 +2.9651e+00 +1.9344e-01 +1.3391e+00
84 +9.146100418e+00 +9.146100418e+00 +1.296610042e+01 +1.296610042e+01 +4.0804e+00 +4.6309e+00 +1.9271e+00
167 +5.726634277e+00 +5.726634277e+00 +9.546634277e+00 +9.546634277e+00 +4.5709e+00 -8.2191e-01 +1.9274e+00
168 +2.282309183e+00 +2.282309183e+00 +6.102309183e+00 +6.102309183e+00 +4.5422e+00 +1.1909e+00 +1.7443e+00
281 +1.524463232e+00 +1.524463232e+00 +5.344463232e+00 +5.344463232e+00 +4.0510e+00 -2.1872e+00 +1.4602e+00
297 +8.601846742e-01 +8.601846742e-01 +4.680184674e+00 +4.680184674e+00 +4.3756e+00 +5.8593e-02 +1.7315e+00
631 +5.154992767e-01 +5.154992767e-01 +4.335499277e+00 +4.335499277e+00 +3.6517e+00 +2.9654e+00 +2.2949e+00
1380 +2.753633361e-01 +2.753633361e-01 +4.095363336e+00 +4.095363336e+00 +4.0301e+00 +1.5647e+00 +2.0008e+00
1757 +2.078688879e-01 +2.078688879e-01 +4.027868888e+00 +4.027868888e+00 +3.9570e+00 +1.6440e+00 +1.8988e+00
2638 +1.222686312e-01 +1.222686312e-01 +3.942268631e+00 +3.942268631e+00 +3.9070e+00 +1.2767e+00 +1.9482e+00
2802 +2.180137471e-02 +2.180137471e-02 +3.841801375e+00 +3.841801375e+00 +3.9108e+00 +1.4594e+00 +1.9751e+00
2971 +6.717050601e-03 +6.717050601e-03 +3.826717051e+00 +3.826717051e+00 +3.9356e+00 +1.3457e+00 +1.9282e+00
3640 +4.769630588e-07 +4.769630588e-07 +3.820000477e+00 +3.820000477e+00 +3.9732e+00 +1.2262e+00 +1.8896e+00
3862 +3.760572387e-07 +3.760572387e-07 +3.820000376e+00 +3.820000376e+00 +4.0052e+00 +1.1400e+00 +1.8880e+00
3942 +5.341131715e-08 +5.341131715e-08 +3.820000053e+00 +3.820000053e+00 +3.9900e+00 +1.1833e+00 +1.8872e+00
4342 +2.366118501e-08 +2.366118501e-08 +3.820000024e+00 +3.820000024e+00 +4.0012e+00 +1.1749e+00 +1.8748e+00
4405 +5.778744594e-09 +5.778744594e-09 +3.820000006e+00 +3.820000006e+00 +3.9803e+00 +1.1794e+00 +1.9041e+00
4676 +1.078872103e-09 +1.078872103e-09 +3.820000001e+00 +3.820000001e+00 +3.9829e+00 +1.1779e+00 +1.8830e+00
4718 +9.625908959e-10 +9.625908959e-10 +3.820000001e+00 +3.820000001e+00 +3.9791e+00 +1.1786e+00 +1.8954e+00
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.720009960e+02 +5.720009960e+02 +5.937509960e+02 +5.937509960e+02 +1.5857e+00 -6.1061e-01 +4.6761e+00
2 +2.014351724e+02 +2.014351724e+02 +2.231851724e+02 +2.231851724e+02 +3.0855e+00 +1.1903e+00 +2.1969e+00
3 +8.163355157e+01 +8.163355157e+01 +1.033835516e+02 +1.033835516e+02 +7.1051e-01 -3.8402e+00 +1.4618e-01
13 +3.902552092e+01 +3.902552092e+01 +6.077552092e+01 +6.077552092e+01 +6.2464e-01 +4.4938e+00 +2.4251e+00
15 +2.005719802e+01 +2.005719802e+01 +4.180719802e+01 +4.180719802e+01 +7.4268e-01 +1.5260e+00 +9.4427e-01
63 +1.943679139e+00 +1.943679139e+00 +2.369367914e+01 +2.369367914e+01 +4.2889e+00 +1.3365e-01 -2.0264e+00
619 +1.571173370e+00 +1.571173370e+00 +2.332117337e+01 +2.332117337e+01 +3.6376e+00 +5.3129e-01 -9.1854e-01
624 +4.378229267e-01 +4.378229267e-01 +2.218782293e+01 +2.218782293e+01 +3.6624e+00 +1.1662e+00 -1.0187e+00
1109 +2.912816607e-01 +2.912816607e-01 +2.204128166e+01 +2.204128166e+01 +3.7545e+00 +4.2849e-01 -1.2219e+00
1432 +8.415410062e-02 +8.415410062e-02 +2.183415410e+01 +2.183415410e+01 +3.5753e+00 +1.0058e+00 -9.3232e-01
1499 +4.262405126e-02 +4.262405126e-02 +2.179262405e+01 +2.179262405e+01 +3.8252e+00 +5.7922e-01 -1.2764e+00
2710 +2.306671322e-02 +2.306671322e-02 +2.177306671e+01 +2.177306671e+01 +3.8418e+00 +6.9684e-01 -1.2392e+00
2872 +1.065601281e-02 +1.065601281e-02 +2.176065601e+01 +2.176065601e+01 +3.8279e+00 +7.6378e-01 -1.1920e+00
3042 +2.518015343e-07 +2.518015343e-07 +2.175000025e+01 +2.175000025e+01 +3.7735e+00 +9.1152e-01 -1.1277e+00
3205 +1.741968383e-07 +1.741968383e-07 +2.175000017e+01 +2.175000017e+01 +3.7777e+00 +9.0339e-01 -1.1223e+00
3520 +2.845126090e-08 +2.845126090e-08 +2.175000003e+01 +2.175000003e+01 +3.7398e+00 +8.9591e-01 -1.1074e+00
4205 +2.090561324e-08 +2.090561324e-08 +2.175000002e+01 +2.175000002e+01 +3.7508e+00 +8.9616e-01 -1.1155e+00
4240 +1.368642799e-08 +1.368642799e-08 +2.175000001e+01 +2.175000001e+01 +3.7490e+00 +8.9701e-01 -1.1109e+00
4310 +6.275513442e-11 +6.275513442e-11 +2.175000000e+01 +2.175000000e+01 +3.7572e+00 +8.9134e-01 -1.1188e+00
4861 +5.673683745e-12 +5.673683745e-12 +2.175000000e+01 +2.175000000e+01 +3.7568e+00 +8.9192e-01 -1.1169e+00
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.777931674e+01 +9.777931674e+01 +1.625693167e+02 +1.625693167e+02 -6.4783e-01 -4.2003e+00 -2.0441e-01
17 +4.112962449e+01 +4.112962449e+01 +1.059196245e+02 +1.059196245e+02 -9.4506e-01 -1.6529e+00 -7.3989e-01
29 +1.421291219e+01 +1.421291219e+01 +7.900291219e+01 +7.900291219e+01 -1.0219e+00 +1.0331e+00 -1.1239e+00
52 +3.189859933e+00 +3.189859933e+00 +6.797985993e+01 +6.797985993e+01 -2.2925e+00 -3.5712e+00 -3.2306e-02
76 +2.140321146e+00 +2.140321146e+00 +6.693032115e+01 +6.693032115e+01 -2.3228e+00 -2.9381e+00 +1.1014e-01
1281 +1.340671529e+00 +1.340671529e+00 +6.613067153e+01 +6.613067153e+01 -2.1935e+00 -2.9713e+00 -8.2856e-01
1318 +3.165093950e-01 +3.165093950e-01 +6.510650939e+01 +6.510650939e+01 -1.9624e+00 -2.6069e+00 -1.7225e-01
2418 +3.375845652e-02 +3.375845652e-02 +6.482375846e+01 +6.482375846e+01 -1.8606e+00 -2.2523e+00 -7.0165e-02
2602 +1.345749219e-02 +1.345749219e-02 +6.480345749e+01 +6.480345749e+01 -1.8584e+00 -2.1719e+00 -1.4754e-01
3042 +5.504590793e-03 +5.504590793e-03 +6.479550459e+01 +6.479550459e+01 -1.8758e+00 -2.0667e+00 -1.5837e-01
3639 +3.727017912e-07 +3.727017912e-07 +6.479000037e+01 +6.479000037e+01 -1.8628e+00 -2.1033e+00 -1.5255e-01
3908 +1.839374875e-08 +1.839374875e-08 +6.479000002e+01 +6.479000002e+01 -1.8664e+00 -2.1172e+00 -9.3066e-02
4042 +1.454336029e-08 +1.454336029e-08 +6.479000001e+01 +6.479000001e+01 -1.8736e+00 -2.1104e+00 -9.3098e-02
4308 +7.369095556e-09 +7.369095556e-09 +6.479000001e+01 +6.479000001e+01 -1.8646e+00 -2.1077e+00 -9.9244e-02
4540 +4.410779297e-09 +4.410779297e-09 +6.479000000e+01 +6.479000000e+01 -1.8693e+00 -2.1082e+00 -9.5730e-02
4710 +1.742762379e-09 +1.742762379e-09 +6.479000000e+01 +6.479000000e+01 -1.8685e+00 -2.1145e+00 -9.1079e-02
4719 +1.061010835e-09 +1.061010835e-09 +6.479000000e+01 +6.479000000e+01 -1.8679e+00 -2.1107e+00 -9.4095e-02
4791 +9.208633855e-11 +9.208633855e-11 +6.479000000e+01 +6.479000000e+01 -1.8737e+00 -2.1038e+00 -9.5643e-02
% function evaluation | noise-free fitness - Fopt (5.407000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.013154649e+02 +1.013154649e+02 +1.553854649e+02 +1.553854649e+02 +4.8434e+00 +1.0651e+00 +8.5010e-01
7 +6.937183445e+01 +6.937183445e+01 +1.234418344e+02 +1.234418344e+02 +3.8195e+00 +7.3577e-01 +2.7031e+00
8 +4.322294504e+01 +4.322294504e+01 +9.729294504e+01 +9.729294504e+01 -2.2328e-01 -8.7791e-01 +4.0517e+00
13 +1.547876891e+01 +1.547876891e+01 +6.954876891e+01 +6.954876891e+01 +3.8104e+00 -2.7880e+00 +1.9544e+00
45 +9.168690271e+00 +9.168690271e+00 +6.323869027e+01 +6.323869027e+01 -1.5839e+00 -3.8527e+00 +4.2293e+00
329 +5.574354196e+00 +5.574354196e+00 +5.964435420e+01 +5.964435420e+01 +7.0224e-01 -2.7844e+00 +4.2923e+00
336 +1.951103490e+00 +1.951103490e+00 +5.602110349e+01 +5.602110349e+01 +1.2830e+00 -3.7310e+00 +3.3326e+00
407 +1.362635455e+00 +1.362635455e+00 +5.543263546e+01 +5.543263546e+01 +1.0440e+00 -2.7750e+00 +3.4866e+00
435 +7.527344648e-01 +7.527344648e-01 +5.482273446e+01 +5.482273446e+01 +2.1428e+00 -3.1358e+00 +2.8383e+00
564 +3.195571182e-02 +3.195571182e-02 +5.410195571e+01 +5.410195571e+01 +1.1657e+00 -3.4120e+00 +3.2144e+00
2636 +1.515406552e-02 +1.515406552e-02 +5.408515407e+01 +5.408515407e+01 +9.6319e-01 -3.3734e+00 +3.3937e+00
2865 +2.375672707e-07 +2.375672707e-07 +5.407000024e+01 +5.407000024e+01 +9.2291e-01 -3.3710e+00 +3.3690e+00
3031 +1.416158781e-07 +1.416158781e-07 +5.407000014e+01 +5.407000014e+01 +9.6500e-01 -3.3483e+00 +3.4105e+00
3471 +7.487176390e-08 +7.487176390e-08 +5.407000007e+01 +5.407000007e+01 +9.4525e-01 -3.3442e+00 +3.3949e+00
3696 +5.105763989e-08 +5.105763989e-08 +5.407000005e+01 +5.407000005e+01 +9.4661e-01 -3.3454e+00 +3.3931e+00
3856 +3.904233381e-09 +3.904233381e-09 +5.407000000e+01 +5.407000000e+01 +9.6923e-01 -3.3565e+00 +3.4001e+00
4233 +1.150795015e-09 +1.150795015e-09 +5.407000000e+01 +5.407000000e+01 +9.6779e-01 -3.3471e+00 +3.3932e+00
4507 +2.211066885e-10 +2.211066885e-10 +5.407000000e+01 +5.407000000e+01 +9.6482e-01 -3.3528e+00 +3.3961e+00
% function evaluation | noise-free fitness - Fopt (-9.152000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.394497418e+03 +1.394497418e+03 +1.302977418e+03 +1.302977418e+03 +2.3362e-01 -2.8451e+00 -3.5419e+00
2 +2.993761207e+02 +2.993761207e+02 +2.078561207e+02 +2.078561207e+02 -3.8093e+00 +1.1433e+00 -4.0969e+00
3 +7.896996248e+01 +7.896996248e+01 -1.255003752e+01 -1.255003752e+01 +6.9681e-01 +1.3730e+00 +4.0598e+00
4 +4.669954838e+01 +4.669954838e+01 -4.482045162e+01 -4.482045162e+01 +3.3524e+00 +4.2609e+00 -2.2211e+00
8 +1.122152050e+01 +1.122152050e+01 -8.029847950e+01 -8.029847950e+01 -2.8681e+00 +2.9509e+00 -2.6058e+00
42 +3.031973726e+00 +3.031973726e+00 -8.848802627e+01 -8.848802627e+01 -2.4469e+00 +1.9397e+00 +3.1379e-01
94 +1.524103871e+00 +1.524103871e+00 -8.999589613e+01 -8.999589613e+01 -3.1086e+00 +3.0686e+00 -9.3526e-01
701 +6.051359932e-01 +6.051359932e-01 -9.091486401e+01 -9.091486401e+01 -2.5666e+00 +3.0897e+00 -1.3447e+00
1369 +1.447462775e-01 +1.447462775e-01 -9.137525372e+01 -9.137525372e+01 -2.9055e+00 +2.7596e+00 -7.6367e-01
1789 +2.705563035e-02 +2.705563035e-02 -9.149294437e+01 -9.149294437e+01 -2.3549e+00 +2.7605e+00 -8.1113e-01
2561 +1.045758317e-02 +1.045758317e-02 -9.150954242e+01 -9.150954242e+01 -2.5073e+00 +2.7717e+00 -8.2269e-01
2888 +7.169262701e-03 +7.169262701e-03 -9.151283074e+01 -9.151283074e+01 -2.4646e+00 +2.7928e+00 -8.4152e-01
3251 +2.018286978e-07 +2.018286978e-07 -9.151999980e+01 -9.151999980e+01 -2.3987e+00 +2.7844e+00 -8.9041e-01
3290 +1.263204155e-07 +1.263204155e-07 -9.151999987e+01 -9.151999987e+01 -2.4346e+00 +2.7829e+00 -8.7168e-01
3575 +4.842438273e-08 +4.842438273e-08 -9.151999995e+01 -9.151999995e+01 -2.4233e+00 +2.7969e+00 -8.6365e-01
3765 +3.155159334e-08 +3.155159334e-08 -9.151999997e+01 -9.151999997e+01 -2.4258e+00 +2.7837e+00 -8.7805e-01
3818 +1.247987313e-08 +1.247987313e-08 -9.151999999e+01 -9.151999999e+01 -2.4118e+00 +2.7832e+00 -8.7375e-01
4131 +7.819025427e-09 +7.819025427e-09 -9.151999999e+01 -9.151999999e+01 -2.4011e+00 +2.7908e+00 -8.5872e-01
