% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.235794941e+02 +2.235794941e+02 +3.165194941e+02 +3.165194941e+02 +2.0569e+00 -3.9825e+00 +3.6320e+00 -1.3015e+00 -9.6283e-01
4 +3.055334051e+01 +3.055334051e+01 +1.234933405e+02 +1.234933405e+02 +2.1517e+00 +5.8714e-01 +1.6230e+00 +2.7930e+00 +1.0668e-02
32 +1.723260343e+01 +1.723260343e+01 +1.101726034e+02 +1.101726034e+02 -1.3935e+00 +2.2950e+00 -2.0392e+00 -1.8125e-01 +7.8260e-01
134 +1.191225059e+01 +1.191225059e+01 +1.048522506e+02 +1.048522506e+02 -2.2189e+00 +1.5709e+00 -1.4222e+00 -2.7741e-01 +9.1125e-01
617 +6.958508396e+00 +6.958508396e+00 +9.989850840e+01 +9.989850840e+01 -9.3583e-01 +1.0786e+00 -1.0257e+00 +0.0000e+00 +2.0161e-01
647 +6.269010527e+00 +6.269010527e+00 +9.920901053e+01 +9.920901053e+01 +0.0000e+00 +2.1677e+00 +4.2140e-01 +2.2781e+00 +6.9368e-01
912 +2.981214960e+00 +2.981214960e+00 +9.592121496e+01 +9.592121496e+01 +1.8843e-01 +0.0000e+00 +0.0000e+00 +2.2437e+00 +1.4059e+00
1777 +1.833652432e+00 +1.833652432e+00 +9.477365243e+01 +9.477365243e+01 -4.4172e-01 +5.2748e-01 -3.6504e-01 +9.3312e-01 +6.1318e-01
3023 +1.076929022e+00 +1.076929022e+00 +9.401692902e+01 +9.401692902e+01 -5.5753e-01 +4.2799e-01 +1.4159e-01 +1.7704e+00 +1.5146e+00
3219 +7.299341378e-01 +7.299341378e-01 +9.366993414e+01 +9.366993414e+01 -4.9634e-01 +7.8620e-01 +2.1658e-02 +1.6649e+00 +1.5053e+00
3352 +6.309201289e-01 +6.309201289e-01 +9.357092013e+01 +9.357092013e+01 -5.8549e-01 +2.9825e-01 -1.3670e-01 +1.9421e+00 +1.9264e+00
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.567038720e+02 +7.567038720e+02 +7.920538720e+02 +7.920538720e+02 -9.4191e-01 +3.8514e+00 +4.2322e+00 +6.3731e-01 +3.2783e+00
2 +3.053719179e+02 +3.053719179e+02 +3.407219179e+02 +3.407219179e+02 -1.8840e+00 -2.7320e+00 +2.2105e+00 -1.4468e+00 -3.6964e+00
4 +2.285017341e+02 +2.285017341e+02 +2.638517341e+02 +2.638517341e+02 +1.1261e-01 +3.2009e+00 +4.5475e+00 +3.8886e+00 +2.2503e+00
19 +4.002051667e+01 +4.002051667e+01 +7.537051667e+01 +7.537051667e+01 +3.1208e-01 +3.2290e+00 +2.4678e+00 -1.0807e+00 -3.4964e+00
