% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.794616330e+02 +8.794616330e+02 +4.173716330e+02 +4.173716330e+02 +4.1326e+00 -4.1137e+00 +3.3295e+00 -1.4439e+00 +2.2069e+00
2 +4.995640591e+02 +4.995640591e+02 +3.747405908e+01 +3.747405908e+01 -2.8294e+00 -4.6743e+00 +1.9597e+00 -4.1904e+00 -2.2466e+00
3 +2.403791301e+02 +2.403791301e+02 -2.217108699e+02 -2.217108699e+02 -1.8362e+00 -1.3189e+00 +2.3526e+00 +1.7138e+00 -1.5104e+00
10 +1.543004147e+02 +1.543004147e+02 -3.077895853e+02 -3.077895853e+02 -1.0824e-01 +2.0925e+00 +1.4568e+00 -2.9168e+00 +2.1795e+00
53 +9.373306994e+01 +9.373306994e+01 -3.683569301e+02 -3.683569301e+02 -9.3823e-01 +1.7245e+00 +1.3926e+00 +1.9729e+00 +1.1741e+00
380 +4.102779492e+01 +4.102779492e+01 -4.210622051e+02 -4.210622051e+02 -7.7854e-02 +1.6484e+00 +1.1338e+00 +3.0302e-01 +2.2310e+00
890 +2.313265024e+01 +2.313265024e+01 -4.389573498e+02 -4.389573498e+02 +1.3781e+00 +2.3131e+00 -5.6030e-02 +7.0162e-01 +1.5884e+00
3812 +1.165392341e+01 +1.165392341e+01 -4.504360766e+02 -4.504360766e+02 +2.2345e+00 +2.2506e+00 +1.1673e+00 +7.1277e-01 +1.9631e+00
4273 +9.844515260e+00 +9.844515260e+00 -4.522454847e+02 -4.522454847e+02 +2.3237e+00 +2.2731e+00 +1.0889e+00 +7.0661e-01 +2.0169e+00
4581 +5.816035200e+00 +5.816035200e+00 -4.562739648e+02 -4.562739648e+02 +2.2685e+00 +2.2611e+00 +1.6579e+00 +7.2751e-01 +2.0173e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.940141239e+02 +5.940141239e+02 +6.716741239e+02 +6.716741239e+02 +3.5452e+00 +3.6553e+00 -4.6567e+00 +2.6920e+00 -2.5519e+00
2 +3.331680493e+02 +3.331680493e+02 +4.108280493e+02 +4.108280493e+02 +7.3882e-02 -1.4354e+00 -2.9960e+00 -2.0471e+00 -1.5625e-01
6 +1.419581461e+02 +1.419581461e+02 +2.196181461e+02 +2.196181461e+02 -3.3821e+00 +2.1801e+00 -8.9470e-01 +3.9419e+00 +9.5305e-01
30 +6.349882601e+01 +6.349882601e+01 +1.411588260e+02 +1.411588260e+02 -3.4743e+00 -2.8009e-01 +7.7602e-01 +3.3119e+00 +1.7673e+00
267 +5.668243041e+01 +5.668243041e+01 +1.343424304e+02 +1.343424304e+02 +7.0981e-02 -1.6800e-01 +9.5363e-01 +4.4547e+00 +1.5180e+00
775 +3.484587166e+01 +3.484587166e+01 +1.125058717e+02 +1.125058717e+02 +2.3439e+00 +5.1110e-01 +0.0000e+00 +3.3559e+00 +2.1408e+00
2083 +2.087355344e+01 +2.087355344e+01 +9.853355344e+01 +9.853355344e+01 -6.2670e-01 -8.0798e-01 +1.4526e-01 +3.7887e+00 +2.1785e+00
3166 +1.582806224e+01 +1.582806224e+01 +9.348806224e+01 +9.348806224e+01 -6.8957e-01 -7.6801e-01 +6.8560e-01 +3.7416e+00 +2.1467e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.585132780e+03 +5.585132780e+03 +5.700812780e+03 +5.700812780e+03 +3.3321e-01 +9.3464e-01 +4.3119e+00 -5.0614e-01 -9.4213e-01
2 +2.536279795e+02 +2.536279795e+02 +3.693079795e+02 +3.693079795e+02 -1.8399e+00 -3.2303e+00 -1.6000e+00 +1.3933e+00 -4.9214e-01
6 +2.448064910e+02 +2.448064910e+02 +3.604864910e+02 +3.604864910e+02 +1.2016e+00 -4.5048e-02 -2.4904e+00 -1.6597e+00 +1.1074e+00
10 +1.357433900e+02 +1.357433900e+02 +2.514233900e+02 +2.514233900e+02 +1.4139e-02 -3.7756e+00 -3.3905e+00 +3.6256e+00 +2.3978e+00
212 +8.735182431e+01 +8.735182431e+01 +2.030318243e+02 +2.030318243e+02 +1.3610e+00 -4.5919e+00 -1.5654e-01 +2.0605e+00 +2.6258e+00
232 +5.557950953e+01 +5.557950953e+01 +1.712595095e+02 +1.712595095e+02 +3.2753e-01 -4.7224e+00 -1.4017e+00 +2.5952e+00 +2.9614e+00
800 +3.936300434e+01 +3.936300434e+01 +1.550430043e+02 +1.550430043e+02 +2.1876e+00 +0.0000e+00 -8.6137e-01 +3.0268e+00 +3.0342e+00
1775 +2.361710762e+01 +2.361710762e+01 +1.392971076e+02 +1.392971076e+02 +2.0580e+00 -3.4381e-01 -7.6623e-01 +3.0494e+00 +3.2457e+00
3053 +1.408317865e+01 +1.408317865e+01 +1.297631786e+02 +1.297631786e+02 +1.9966e+00 -2.9933e-01 -2.6139e-01 +3.1284e+00 +3.2834e+00
3259 +8.388420803e+00 +8.388420803e+00 +1.240684208e+02 +1.240684208e+02 +2.1433e+00 -1.7057e+00 +1.9448e-01 +2.6559e+00 +3.3082e+00
3500 +5.237557039e+00 +5.237557039e+00 +1.209175570e+02 +1.209175570e+02 +2.1271e+00 -9.6634e-01 +1.7488e-01 +2.6725e+00 +3.2898e+00
4222 +3.387766055e+00 +3.387766055e+00 +1.190677661e+02 +1.190677661e+02 +2.1705e+00 -9.9284e-01 +2.1955e-01 +2.6515e+00 +3.3024e+00
4917 +2.404033051e+00 +2.404033051e+00 +1.180840331e+02 +1.180840331e+02 +2.1630e+00 -9.9760e-01 +2.2995e-01 +2.6708e+00 +3.2981e+00
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.171659403e+02 +4.171659403e+02 +4.134559403e+02 +4.134559403e+02 -2.4800e+00 -3.7305e+00 -3.1417e+00 -2.4640e+00 +1.0463e+00
