% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.901962084e+01 +2.901962084e+01 +1.084996208e+02 +1.084996208e+02 -1.9740e-01 +3.8509e+00 -1.7972e+00 +3.4614e+00 -2.1990e+00
2 +2.055761231e+01 +2.055761231e+01 +1.000376123e+02 +1.000376123e+02 +3.2713e+00 -3.1963e+00 -2.3295e+00 +1.5031e+00 -5.5240e-01
5 +1.372967901e+01 +1.372967901e+01 +9.320967901e+01 +9.320967901e+01 -1.1083e+00 -1.0310e+00 +1.8508e+00 +1.2727e+00 -4.8896e-01
58 +5.272689774e+00 +5.272689774e+00 +8.475268977e+01 +8.475268977e+01 +8.3910e-01 +9.6198e-01 -2.5541e-01 +2.3130e+00 -2.9467e+00
200 +2.504842198e+00 +2.504842198e+00 +8.198484220e+01 +8.198484220e+01 -7.2114e-01 -2.0818e-01 -1.1258e+00 +2.6253e+00 -2.6000e+00
472 +5.229612164e-01 +5.229612164e-01 +8.000296122e+01 +8.000296122e+01 -9.7381e-02 -5.8891e-01 -8.8357e-01 +2.0897e+00 -2.8411e+00
875 +1.704026230e-01 +1.704026230e-01 +7.965040262e+01 +7.965040262e+01 +5.3696e-01 -9.5233e-01 -7.1655e-01 +2.0765e+00 -2.8398e+00
2269 +1.237003697e-01 +1.237003697e-01 +7.960370037e+01 +7.960370037e+01 +3.6243e-01 -9.9651e-01 -6.4875e-01 +2.1073e+00 -2.4627e+00
2643 +5.817046277e-02 +5.817046277e-02 +7.953817046e+01 +7.953817046e+01 +4.0309e-01 -1.1712e+00 -7.5288e-01 +1.9775e+00 -2.5021e+00
2973 +2.347821790e-02 +2.347821790e-02 +7.950347822e+01 +7.950347822e+01 +2.7757e-01 -1.1320e+00 -8.1096e-01 +2.0305e+00 -2.6188e+00
3044 +8.797506016e-03 +8.797506016e-03 +7.948879751e+01 +7.948879751e+01 +2.0236e-01 -1.1241e+00 -7.8504e-01 +1.9387e+00 -2.7169e+00
