% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.121871383e+01 +2.121871383e+01 +1.006987138e+02 +1.006987138e+02 -1.5398e+00 -1.9242e+00 +3.4493e+00
2 +2.273685891e+00 +2.273685891e+00 +8.175368589e+01 +8.175368589e+01 -7.7274e-01 -2.2621e+00 -7.3696e-01
117 +1.247413355e+00 +1.247413355e+00 +8.072741336e+01 +8.072741336e+01 -1.2405e-01 -2.1573e+00 -4.0093e-01
201 +9.785996278e-01 +9.785996278e-01 +8.045859963e+01 +8.045859963e+01 -1.3921e-01 -1.5329e+00 -1.5507e+00
412 +2.294247451e-01 +2.294247451e-01 +7.970942475e+01 +7.970942475e+01 +0.0000e+00 -1.4641e+00 -4.5743e-01
1102 +3.556737313e-02 +3.556737313e-02 +7.951556737e+01 +7.951556737e+01 +4.2030e-01 -1.0842e+00 -6.7674e-01
2439 +2.015461457e-02 +2.015461457e-02 +7.950015461e+01 +7.950015461e+01 +1.9057e-01 -1.0486e+00 -7.9159e-01
2588 +1.229777637e-02 +1.229777637e-02 +7.949229778e+01 +7.949229778e+01 +2.9974e-01 -1.1841e+00 -6.2730e-01
2604 +8.014239389e-03 +8.014239389e-03 +7.948801424e+01 +7.948801424e+01 +2.5663e-01 -1.0700e+00 -7.4562e-01
2844 +1.705373025e-03 +1.705373025e-03 +7.948170537e+01 +7.948170537e+01 +2.1727e-01 -1.1571e+00 -7.0296e-01
3095 +1.532584198e-03 +1.532584198e-03 +7.948153258e+01 +7.948153258e+01 +2.8073e-01 -1.1656e+00 -7.4998e-01
3225 +6.357209155e-04 +6.357209155e-04 +7.948063572e+01 +7.948063572e+01 +2.3100e-01 -1.1694e+00 -7.2275e-01
3503 +5.893133972e-04 +5.893133972e-04 +7.948058931e+01 +7.948058931e+01 +2.6815e-01 -1.1677e+00 -7.0868e-01
3620 +1.361518700e-04 +1.361518700e-04 +7.948013615e+01 +7.948013615e+01 +2.4327e-01 -1.1503e+00 -7.2237e-01
3683 +4.464514573e-05 +4.464514573e-05 +7.948004465e+01 +7.948004465e+01 +2.5062e-01 -1.1628e+00 -7.2213e-01
3936 +2.201355082e-05 +2.201355082e-05 +7.948002201e+01 +7.948002201e+01 +2.5313e-01 -1.1614e+00 -7.2302e-01
4095 +1.191089905e-05 +1.191089905e-05 +7.948001191e+01 +7.948001191e+01 +2.5488e-01 -1.1568e+00 -7.2125e-01
4336 +6.963242569e-06 +6.963242569e-06 +7.948000696e+01 +7.948000696e+01 +2.5467e-01 -1.1574e+00 -7.2575e-01
4445 +3.117296785e-06 +3.117296785e-06 +7.948000312e+01 +7.948000312e+01 +2.5316e-01 -1.1571e+00 -7.2570e-01
4604 +7.693156334e-07 +7.693156334e-07 +7.948000077e+01 +7.948000077e+01 +2.5333e-01 -1.1571e+00 -7.2338e-01
4683 +4.367727371e-07 +4.367727371e-07 +7.948000044e+01 +7.948000044e+01 +2.5343e-01 -1.1569e+00 -7.2386e-01
4826 +3.629819076e-07 +3.629819076e-07 +7.948000036e+01 +7.948000036e+01 +2.5310e-01 -1.1573e+00 -7.2426e-01
4848 +2.187520352e-07 +2.187520352e-07 +7.948000022e+01 +7.948000022e+01 +2.5251e-01 -1.1565e+00 -7.2411e-01
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
