% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.017059240e+02 +1.017059240e+02 +1.811859240e+02 +1.811859240e+02 -4.4976e+00 -4.8400e+00 +2.7745e+00 +4.3382e+00 +2.1321e+00 +3.7141e-01 +1.8399e+00 -2.7010e+00 -2.5396e-01 +2.1191e-01
2 +7.424182841e+01 +7.424182841e+01 +1.537218284e+02 +1.537218284e+02 +2.1782e-01 -5.3083e-02 +6.0133e-01 +1.9136e+00 +1.8810e+00 -4.7622e+00 +6.8817e-01 +2.4814e+00 +2.1199e+00 -1.3024e+00
5 +3.424858563e+01 +3.424858563e+01 +1.137285856e+02 +1.137285856e+02 +4.6598e-01 -2.5666e+00 -2.1641e+00 -2.9199e-01 +1.8745e+00 -9.5206e-01 -1.3098e+00 +1.1701e+00 -1.6162e+00 -3.1414e+00
164 +2.094535397e+01 +2.094535397e+01 +1.004253540e+02 +1.004253540e+02 -8.8121e-01 -1.0670e+00 -2.4530e+00 +3.5509e+00 -3.6637e+00 -2.4875e+00 -1.8700e+00 -3.0877e-02 -1.0261e+00 -2.0409e+00
487 +1.421287897e+01 +1.421287897e+01 +9.369287897e+01 +9.369287897e+01 +5.6815e-01 -3.6308e-01 -1.7016e+00 +3.6767e-01 -2.1062e+00 +2.3951e+00 -1.1438e+00 +2.0347e-01 +0.0000e+00 -4.5341e+00
668 +6.874057429e+00 +6.874057429e+00 +8.635405743e+01 +8.635405743e+01 +1.3755e-01 -2.5609e-01 -7.9322e-01 +1.4274e+00 -2.0632e+00 +1.3399e+00 +1.2387e+00 +1.4410e+00 -1.0384e+00 -2.2379e+00
1027 +5.960901083e+00 +5.960901083e+00 +8.544090108e+01 +8.544090108e+01 +4.5331e-01 -1.9103e+00 -1.1717e+00 +5.5006e-01 -2.3487e+00 +1.3382e+00 +7.5165e-01 -4.6253e-01 -2.6253e+00 -2.5309e+00
1100 +3.583465784e+00 +3.583465784e+00 +8.306346578e+01 +8.306346578e+01 +0.0000e+00 +1.7314e-01 -5.2105e-01 +1.0923e+00 -2.9543e+00 +1.0528e+00 +1.1815e-02 +1.2598e-01 -2.0709e+00 -2.4527e+00
1322 +2.362870481e+00 +2.362870481e+00 +8.184287048e+01 +8.184287048e+01 -1.3621e-01 -8.9355e-01 -1.0220e+00 +1.1299e+00 -2.7797e+00 +1.0737e+00 -1.8875e-01 -3.4835e-02 -2.6091e+00 -2.8679e+00
2267 +1.483771539e+00 +1.483771539e+00 +8.096377154e+01 +8.096377154e+01 -1.1862e-01 -2.2256e-01 -8.6743e-01 +1.8742e+00 -2.7193e+00 +9.4787e-01 -2.8887e-01 -6.2957e-02 -1.3425e+00 -2.8529e+00
2605 +9.519668169e-01 +9.519668169e-01 +8.043196682e+01 +8.043196682e+01 -7.5888e-02 -1.3493e+00 -1.0196e+00 +1.5263e+00 -2.7777e+00 +7.7057e-01 -5.5860e-01 -1.7266e-02 -1.2079e+00 -2.8474e+00
2917 +5.101089327e-01 +5.101089327e-01 +7.999010893e+01 +7.999010893e+01 +3.0658e-01 -1.0664e+00 -7.5705e-01 +2.2134e+00 -2.6746e+00 +1.6577e-02 -3.6573e-01 +8.4606e-02 -1.2590e+00 -2.8768e+00
3116 +3.507633354e-01 +3.507633354e-01 +7.983076334e+01 +7.983076334e+01 +2.1517e-01 -1.0042e+00 -9.8098e-01 +2.1037e+00 -2.5277e+00 +6.7562e-01 -3.8949e-01 -1.0662e-01 -1.4929e+00 -3.0001e+00
3405 +2.120802238e-01 +2.120802238e-01 +7.969208022e+01 +7.969208022e+01 +1.4704e-01 -1.1632e+00 -1.1149e+00 +1.8353e+00 -2.6537e+00 +4.7395e-01 -2.5059e-01 +5.2375e-02 -1.5143e+00 -3.0392e+00
3482 +1.445525577e-01 +1.445525577e-01 +7.962455256e+01 +7.962455256e+01 +3.0246e-01 -1.1914e+00 -8.7679e-01 +2.1421e+00 -2.6828e+00 +6.9306e-01 -1.4650e-01 +6.5140e-02 -1.5871e+00 -3.0403e+00
3605 +8.459607615e-02 +8.459607615e-02 +7.956459608e+01 +7.956459608e+01 +2.0041e-01 -1.1711e+00 -9.4002e-01 +1.9913e+00 -2.7286e+00 +4.9361e-01 -2.4618e-01 +1.1708e-01 -1.5734e+00 -3.1194e+00
3808 +4.019109924e-02 +4.019109924e-02 +7.952019110e+01 +7.952019110e+01 +2.0035e-01 -1.1807e+00 -7.3591e-01 +2.0286e+00 -2.7696e+00 +5.6221e-01 -1.2122e-01 +1.0113e-01 -1.6420e+00 -3.1047e+00
4027 +3.185917715e-02 +3.185917715e-02 +7.951185918e+01 +7.951185918e+01 +2.6519e-01 -1.1475e+00 -7.3606e-01 +2.0094e+00 -2.7608e+00 +5.2886e-01 -1.4572e-01 +1.0476e-01 -1.6061e+00 -3.1411e+00
4029 +2.189785564e-02 +2.189785564e-02 +7.950189786e+01 +7.950189786e+01 +2.1882e-01 -1.1575e+00 -7.5186e-01 +2.0216e+00 -2.7298e+00 +5.0209e-01 -1.5123e-01 +9.7588e-02 -1.6241e+00 -3.1029e+00
4154 +1.298913000e-02 +1.298913000e-02 +7.949298913e+01 +7.949298913e+01 +1.9249e-01 -1.1798e+00 -7.1423e-01 +1.9880e+00 -2.6860e+00 +3.9063e-01 -9.5366e-02 +1.5422e-01 -1.6191e+00 -3.0752e+00
4531 +9.614572498e-03 +9.614572498e-03 +7.948961457e+01 +7.948961457e+01 +2.3614e-01 -1.1550e+00 -6.9831e-01 +1.9819e+00 -2.6961e+00 +4.3123e-01 -6.0908e-02 +1.4082e-01 -1.6255e+00 -3.0911e+00
4639 +5.443629602e-03 +5.443629602e-03 +7.948544363e+01 +7.948544363e+01 +2.3855e-01 -1.1407e+00 -6.9320e-01 +1.9688e+00 -2.6949e+00 +4.2355e-01 -1.1172e-01 +1.2080e-01 -1.6384e+00 -3.0932e+00
4836 +3.907541555e-03 +3.907541555e-03 +7.948390754e+01 +7.948390754e+01 +2.5863e-01 -1.1407e+00 -7.1500e-01 +1.9697e+00 -2.6919e+00 +4.3095e-01 -1.2369e-01 +1.2383e-01 -1.6430e+00 -3.0883e+00
4900 +1.170249354e-03 +1.170249354e-03 +7.948117025e+01 +7.948117025e+01 +2.3945e-01 -1.1375e+00 -7.2058e-01 +1.9299e+00 -2.6918e+00 +4.3470e-01 -1.2130e-01 +1.1296e-01 -1.6491e+00 -3.0670e+00
